select t.OWNER || '|' ||
APEX_030200|WWV_BIU_FLOW_ITEMS|WWV_FLOW_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWITEMS|WWV_FLOW_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_COMPUTATIONS|WWV_FLOW_COMPUTATIONS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWCOMPUTATIONS|WWV_FLOW_COMPUTATIONS|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_FLOW_TABS|WWV_FLOW_TABS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWTABS|WWV_FLOW_TABS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_TL_TABS|WWV_FLOW_TOPLEVEL_TABS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWTOPLEVELTABS|WWV_FLOW_TOPLEVEL_TABS|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLOW_LISTS_OF_VALUES|WWV_FLOW_LISTS_OF_VALUES$|BEFORE EACH R
APEX_030200|WWV_BIU_FLOW_LISTS_OF_VALUESD|WWV_FLOW_LIST_OF_VALUES_DATA|BEFORE EA
APEX_030200|WWV_BD_LISTS_OF_VALUESD|WWV_FLOW_LIST_OF_VALUES_DATA|BEFORE EACH ROW
APEX_030200|WWV_BIU_WWV_FLOW_TREES|WWV_FLOW_TREES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_STEPS|WWV_FLOW_STEPS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_STEP_BUTTONS|WWV_FLOW_STEP_BUTTONS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWSTEPBUTTONS|WWV_FLOW_STEP_BUTTONS|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_STEP_BRANCHES|WWV_FLOW_STEP_BRANCHES|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BD_FLOWSTEPBRANCHES|WWV_FLOW_STEP_BRANCHES|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLOW_STEP_BRANCH_ARGS|WWV_FLOW_STEP_BRANCH_ARGS|BEFORE EACH
APEX_030200|WWV_BIU_STEP_ITEMS|WWV_FLOW_STEP_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWSTEPITEMS|WWV_FLOW_STEP_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_STEP_ITEM_HELP|WWV_FLOW_STEP_ITEM_HELP|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_STEP_COMPUTATIONS|WWV_FLOW_STEP_COMPUTATIONS|BEFORE EACH ROW
APEX_030200|WWV_BD_FLOWSTEPCOMPUTATIONS|WWV_FLOW_STEP_COMPUTATIONS|BEFORE EACH R
APEX_030200|WWV_BIU_STEP_VALIDATIONS|WWV_FLOW_STEP_VALIDATIONS|BEFORE EACH ROW||
APEX_030200|WWV_BD_FLOWSTEPVALIDATIONS|WWV_FLOW_STEP_VALIDATIONS|BEFORE EACH ROW
APEX_030200|WWV_BIU_STEP_PROCESSING|WWV_FLOW_STEP_PROCESSING|BEFORE EACH ROW||EN
APEX_030200|WWV_BD_FLOWSTEPPROCESSING|WWV_FLOW_STEP_PROCESSING|BEFORE EACH ROW||
APEX_030200|WWV_BIU_BUTTON_TEMPLATE|WWV_FLOW_BUTTON_TEMPLATES|BEFORE EACH ROW||E
APEX_030200|WWV_BI_FLOWCALS|WWV_FLOW_CALS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BI_FLOWCALTEMPLATES|WWV_FLOW_CAL_TEMPLATES|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLOW_THEMES|WWV_FLOW_THEMES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BU_FLOW_THEMES|WWV_FLOW_THEMES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOWPAGEPLUGTEMP|WWV_FLOW_PAGE_PLUG_TEMPLATES|BEFORE EACH RO
APEX_030200|WWV_BIU_FLOWROWTEMPLATES|WWV_FLOW_ROW_TEMPLATES|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOWLISTTEMPLATES|WWV_FLOW_LIST_TEMPLATES|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOWPAGEPLUGS|WWV_FLOW_PAGE_PLUGS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_PG_GENERIC_ATTR|WWV_FLOW_PAGE_GENERIC_ATTR|BEFORE EACH
APEX_030200|WWV_BD_FLOWPAGEPLUGS|WWV_FLOW_PAGE_PLUGS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_SESSIONS|WWV_FLOW_SESSIONS$|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_SESSIONS$_T1|WWV_FLOW_SESSIONS$|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_PURGED_SESS_BIU|WWV_FLOW_PURGED_SESSIONS$|BEFORE EACH ROW||
APEX_030200|WWV_BIU_FLOW_PREFERENCES|WWV_FLOW_PREFERENCES$|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLOW_MESSAGES$|WWV_FLOW_MESSAGES$|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_PATCHES|WWV_FLOW_PATCHES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_DEVELOPERS|WWV_FLOW_DEVELOPERS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_LISTS|WWV_FLOW_LISTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_LIST_ITEMS|WWV_FLOW_LIST_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|BIU_WWV_FLOW_SHARED_QUERIES|WWV_FLOW_SHARED_QUERIES|BEFORE EACH ROW|
APEX_030200|BIU_WWV_FLOW_SQRY_SQL|WWV_FLOW_SHARED_QRY_SQL_STMTS|BEFORE EACH ROW|
APEX_030200|BIU_WWV_FLOW_REPORT_LAYOUTS|WWV_FLOW_REPORT_LAYOUTS|BEFORE EACH ROW|
APEX_030200|WWV_BD_FLOWLISTITEMS|WWV_FLOW_LIST_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|BI_WWV_DICTIONARY$_FER|WWV_FLOW_DICTIONARY$|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOWS_BIU_IMAGE_REPO|WWV_FLOW_IMAGE_REPOSITORY|BEFORE EACH ROW||
APEX_030200|WWV_FLOWS_BIU_CSS_REPO|WWV_FLOW_CSS_REPOSITORY|BEFORE EACH ROW||ENAB
APEX_030200|WWV_FLOWS_BIU_HTML_REPO|WWV_FLOW_HTML_REPOSITORY|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_FLOW_LOV_VALUES|WWV_FLOW_LOV_VALUES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWLOVVALUES|WWV_FLOW_LOV_VALUES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_EFF_USERID_MAP|WWV_FLOW_EFFECTIVE_USERID_MAP|BEFORE EAC
APEX_030200|WWV_BIU_FLOW_SHORTCUTS|WWV_FLOW_SHORTCUTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_SHORTCUT_UM|WWV_FLOW_SHORTCUT_USAGE_MAP|BEFORE EACH ROW
APEX_030200|WWV_BIU_FLOW_MAIL_QUEUE|WWV_FLOW_MAIL_QUEUE|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_MAIL_LOG|WWV_FLOW_MAIL_LOG|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_MAIL_ATT|WWV_FLOW_MAIL_ATTACHMENTS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_SW_BINDS|WWV_FLOW_SW_BINDS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_SW_RESULTS|WWV_FLOW_SW_RESULTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_SW_DETAIL_RESULTS|WWV_FLOW_SW_DETAIL_RESULTS|BEFORE EAC
APEX_030200|WWV_BIU_FLOW_SW_SQL_CMDS|WWV_FLOW_SW_SQL_CMDS|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_FLOW_IMPORT_EXPORT|WWV_FLOW_IMPORT_EXPORT|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOW_PLATFORM_PREF|WWV_FLOW_PLATFORM_PREF|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FND_USER|WWV_FLOW_FND_USER|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_AIU_FND_USER|WWV_FLOW_FND_USER|AFTER EACH ROW||ENABLED
APEX_030200|WWV_BIU_FND_USER_GROUPS|WWV_FLOW_FND_USER_GROUPS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_FND_GROUP_USERS|WWV_FLOW_FND_GROUP_USERS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_FLOW_COLLECTION|WWV_FLOW_COLLECTIONS$|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_FLOW_COLL_MEMBERS|WWV_FLOW_COLLECTION_MEMBERS$|BEFORE EACH R
APEX_030200|WWV_BIU_FLOW_DB_AUTH|WWV_FLOW_DB_AUTH|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_BIU_REG_UPD_RPT_COLS|WWV_FLOW_REGION_UPD_RPT_COLS|BEFORE EA
APEX_030200|WWV_BIU_FLOW_POPUP_LOV_TPL|WWV_FLOW_POPUP_LOV_TEMPLATE|BEFORE EACH R
APEX_030200|WWV_BIU_FLOW_MENUS|WWV_FLOW_MENUS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_MENU_OPTIONS|WWV_FLOW_MENU_OPTIONS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BD_FLOWMENUOPTIONS|WWV_FLOW_MENU_OPTIONS|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_FLOW_MENU_TEMPLATES|WWV_FLOW_MENU_TEMPLATES|BEFORE EACH ROW|
APEX_030200|WWV_FLOW_VERSION_HIST_TRG|WWV_FLOW_VERSION$|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_AUTH_SETUPS|WWV_FLOW_CUSTOM_AUTH_SETUPS|BEFORE EACH ROW
APEX_030200|WWV_BIU_FLOW_ENTRY_POINTS|WWV_FLOW_ENTRY_POINTS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_ENTRY_POINT_ARGS|WWV_FLOW_ENTRY_POINT_ARGS|BEFORE EACH
APEX_030200|WWV_BIU_FLOW_WEB_SERVICES|WWV_FLOW_SHARED_WEB_SERVICES|BEFORE EACH R
APEX_030200|WWV_BIU_FLOW_WS_OPERATIONS|WWV_FLOW_WS_OPERATIONS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOW_WS_PARAMETERS|WWV_FLOW_WS_PARAMETERS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOW_WS_PARMS_MAP|WWV_FLOW_WS_PROCESS_PARMS_MAP|BEFORE EACH
APEX_030200|WWV_FLOW_BIU_LOCK_PAGE|WWV_FLOW_LOCK_PAGE|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_LOCK_PAGE_T2|WWV_FLOW_LOCK_PAGE|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_BIU_LOCK_PG_LOG|WWV_FLOW_LOCK_PAGE_LOG|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_COMPOUND_CONDS|WWV_FLOW_COMPOUND_CONDITIONS|BEFORE EACH
APEX_030200|BIU_WWV_FLOW_HNT_TABLE_INFO|WWV_FLOW_HNT_TABLE_INFO|BEFORE EACH ROW|
APEX_030200|BIU_WWV_FLOW_HNT_COL_INFO|WWV_FLOW_HNT_COLUMN_INFO|BEFORE EACH ROW||
APEX_030200|BIU_WWV_FLOW_HNT_LOV_DATA|WWV_FLOW_HNT_LOV_DATA|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_CHART_SER_ATTR|WWV_FLOW_REGION_CHART_SER_ATTR|BEFORE EA
APEX_030200|WWV_BIU_FLOW_QUERY_DEFINITION|WWV_FLOW_QUERY_DEFINITION|BEFORE EACH
APEX_030200|WWV_BIU_FLOW_QUERY_OBJECT|WWV_FLOW_QUERY_OBJECT|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_QUERY_COLUMN|WWV_FLOW_QUERY_COLUMN|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_QUERY_CONDITION|WWV_FLOW_QUERY_CONDITION|BEFORE EACH RO
APEX_030200|WWV_BIU_REGION_REPORT_COLUMN|WWV_FLOW_REGION_REPORT_COLUMN|BEFORE EA
APEX_030200|WWV_BIU_REGION_REPORT_FILTER|WWV_FLOW_REGION_REPORT_FILTER|BEFORE EA
APEX_030200|WWV_BIU_WWV_FLOW_HNT_PROCEDURE|WWV_FLOW_HNT_PROCEDURE_INFO|BEFORE EA
APEX_030200|WWV_BIU_WWV_FLOW_HNT_ARGUMENT|WWV_FLOW_HNT_ARGUMENT_INFO|BEFORE EACH
APEX_030200|WWV_FLOW_BIU_PG_GROUPS|WWV_FLOW_PAGE_GROUPS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_ONLINE_HELP|WWV_FLOW_ONLINE_HELP|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_ONLINE_HELP_JA|WWV_FLOW_ONLINE_HELP_JA|BEFORE EACH ROW||ENAB
APEX_030200|WWV_FLOW_BI_QB_SAVED_QRY|WWV_FLOW_QB_SAVED_QUERY|BEFORE EACH ROW||EN
APEX_030200|WWV_FLOW_BI_QB_SAVED_COND|WWV_FLOW_QB_SAVED_COND|BEFORE EACH ROW||EN
APEX_030200|WWV_FLOW_BI_QB_SAVED_JOIN|WWV_FLOW_QB_SAVED_JOIN|BEFORE EACH ROW||EN
APEX_030200|WWV_FLOW_BI_QB_SAVED_TABS|WWV_FLOW_QB_SAVED_TABS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_FLOW_SW_STMTS|WWV_FLOW_SW_STMTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_MODELS|WWV_FLOW_MODELS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_MODEL_PAGES|WWV_FLOW_MODEL_PAGES|BEFORE EACH ROW||ENABL
APEX_030200|WWV_FLOW_MODEL_PAGE_REGIONS|WWV_FLOW_MODEL_PAGE_REGIONS|BEFORE EACH
APEX_030200|WWV_BIU_FLOW_MODEL_PAGE_COLS|WWV_FLOW_MODEL_PAGE_COLS|BEFORE EACH RO
APEX_030200|WWV_FLOW_SC_TRANS_BI|WWV_FLOW_SC_TRANS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_RESTRICTED_SCHEMA_BIU|WWV_FLOW_RESTRICTED_SCHEMAS|BEFORE EA
APEX_030200|WWV_FLOW_RSCHEMA_EXCEPTION_BIU|WWV_FLOW_RSCHEMA_EXCEPTIONS|BEFORE EA
APEX_030200|WWV_BIU_INSTALL|WWV_FLOW_INSTALL|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_INSTALL_SCRIPTS|WWV_FLOW_INSTALL_SCRIPTS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_INSTALL_CHECKS|WWV_FLOW_INSTALL_CHECKS|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_INSTALL_BUILD_OPT|WWV_FLOW_INSTALL_BUILD_OPT|BEFORE EACH ROW
APEX_030200|WWV_BIU_FLOWFLASHCHARTS|WWV_FLOW_FLASH_CHARTS|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_FLOWFLASHCHARTSERIES|WWV_FLOW_FLASH_CHART_SERIES|BEFORE EACH
APEX_030200|WWV_FLOW_BIU_STANDARD_ICONS|WWV_FLOW_STANDARD_ICONS|BEFORE EACH ROW|
APEX_030200|WWV_FLOW_BIU_STANDARD_CSS|WWV_FLOW_STANDARD_CSS|BEFORE EACH ROW||ENA
APEX_030200|WWV_FLOW_BIU_STANDARD_JS|WWV_FLOW_STANDARD_JS|BEFORE EACH ROW||ENABL
APEX_030200|WWV_FLOW_WORKSHEETS_TRIG|WWV_FLOW_WORKSHEETS|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_FLOW_WORKSHEETS_BD_TRIG|WWV_FLOW_WORKSHEETS|BEFORE STATEMENT||EN
APEX_030200|WWV_FLOW_WORKSHEETS_AD_TRIG|WWV_FLOW_WORKSHEETS|AFTER STATEMENT||ENA
APEX_030200|WWV_FLOW_WORKSHEET_CAT_TRIG|WWV_FLOW_WORKSHEET_CATEGORIES|BEFORE EAC
APEX_030200|WWV_FLOW_WORKSHEET_ROW_TRIG|WWV_FLOW_WORKSHEET_ROWS|BEFORE EACH ROW|
APEX_030200|WWV_FLOW_WS_COL_GRP_TRIG|WWV_FLOW_WORKSHEET_COL_GROUPS|BEFORE EACH R
APEX_030200|WWV_FLOW_WS_LOVS_TRIG|WWV_FLOW_WORKSHEET_LOVS|BEFORE EACH ROW||ENABL
APEX_030200|WWV_FLOW_WS_LOV_ENTS_TRIG|WWV_FLOW_WORKSHEET_LOV_ENTRIES|BEFORE EACH
APEX_030200|WWV_FLOW_WORKSHEET_COL_TRIG|WWV_FLOW_WORKSHEET_COLUMNS|BEFORE EACH R
APEX_030200|WWV_FLOW_WORKSHEET_PRIV_TRIG|WWV_FLOW_WORKSHEET_PRIVS|BEFORE EACH RO
APEX_030200|WWV_FLOW_WORKSHEET_ST_TRIG|WWV_FLOW_WORKSHEET_STICK|BEFORE EACH ROW|
APEX_030200|WWV_FLOW_WORKSHEET_LK_TRIG|WWV_FLOW_WORKSHEET_LINKS|BEFORE EACH ROW|
APEX_030200|WWV_FLOW_WORKSHEET_DOC_TRIG|WWV_FLOW_WORKSHEET_DOCS|BEFORE EACH ROW|
APEX_030200|WWV_FLOW_WORKSHEET_RPTS_TRIG|WWV_FLOW_WORKSHEET_RPTS|BEFORE EACH ROW
APEX_030200|WWV_FLOW_WORKSHEET_COND_TRIG|WWV_FLOW_WORKSHEET_CONDITIONS|BEFORE EA
APEX_030200|WWV_FLOW_WS_COMPUTATION_TRIG|WWV_FLOW_WORKSHEET_COMPUTATION|BEFORE E
APEX_030200|WWV_FLOW_FOLDER_TRIG|WWV_FLOW_FOLDERS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_WEB_PAGES_TRIG|WWV_FLOW_WEB_PAGES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_FLOW_WEB_PG_REG_TRIG|WWV_FLOW_WEB_PG_REGIONS|BEFORE EACH ROW||EN
APEX_030200|WWV_FLOW_WEB_PG_LSTENT_TRIG|WWV_FLOW_WEB_PG_LIST_ENTRIES|BEFORE EACH
APEX_030200|WWV_FLOW_APP_GROUPS_TRG|WWV_FLOW_APPLICATION_GROUPS|BEFORE EACH ROW|
APEX_030200|WWV_BIU_FLOW_PROV_COMP_SMOD|WWV_FLOW_PROVISION_SERICE_MOD|BEFORE EAC
APEX_030200|WWV_BIU_FLOW_PROV_COMPANY|WWV_FLOW_PROVISION_COMPANY|BEFORE EACH ROW
APEX_030200|WWV_BIU_FLOW_DATA_LOAD_UNLOAD|WWV_FLOW_DATA_LOAD_UNLOAD|BEFORE EACH
APEX_030200|WWV_BIU_FLOW_DATA_LOAD_BAD_LOG|WWV_FLOW_DATA_LOAD_BAD_LOG|BEFORE EAC
APEX_030200|WWV_BIU_FLOW_BUILD_AUDIT_T|WWV_FLOW_BUILDER_AUDIT_TRAIL|BEFORE EACH
APEX_030200|WWV_BIU_FLOWS_AUDIT|WWV_FLOWS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_TMPLTS_AUDIT|WWV_FLOW_TEMPLATES|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_FLOW_ICON_BAR_AUDIT|WWV_FLOW_ICON_BAR|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_PROCESSING_AUDIT|WWV_FLOW_PROCESSING|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_FLOW_ITEMS_AUDIT|WWV_FLOW_ITEMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_COMPUTATIONS_AUDIT|WWV_FLOW_COMPUTATIONS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_FLOW_TABS_AUDIT|WWV_FLOW_TABS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_TL_TABS_AUDIT|WWV_FLOW_TOPLEVEL_TABS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOW_LOV_AUDIT|WWV_FLOW_LISTS_OF_VALUES$|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_FLOW_LOVD_AUDIT|WWV_FLOW_LIST_OF_VALUES_DATA|BEFORE EACH ROW
APEX_030200|WWV_BIU_FLOW_STEPS_AUDIT|WWV_FLOW_STEPS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_STEP_BUTTONS_AUDIT|WWV_FLOW_STEP_BUTTONS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_STEP_BRANCHES_AUDIT|WWV_FLOW_STEP_BRANCHES|BEFORE EACH ROW||
APEX_030200|WWV_BIU_STEP_BRANCH_ARGS_AUDIT|WWV_FLOW_STEP_BRANCH_ARGS|BEFORE EACH
APEX_030200|WWV_BIU_STEP_ITEMS_AUDIT|WWV_FLOW_STEP_ITEMS|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_FLOW_MENU_OPT_AUDIT|WWV_FLOW_MENU_OPTIONS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_STEP_COMP_AUDIT|WWV_FLOW_STEP_COMPUTATIONS|BEFORE EACH ROW||
APEX_030200|WWV_BIU_STEP_VALID_AUDIT|WWV_FLOW_STEP_VALIDATIONS|BEFORE EACH ROW||
APEX_030200|WWV_BIU_STEP_PROCESSING_AUDIT|WWV_FLOW_STEP_PROCESSING|BEFORE EACH R
APEX_030200|WWV_BIU_FLOWPAGEPLUGTEMP_AUDIT|WWV_FLOW_PAGE_PLUG_TEMPLATES|BEFORE E
APEX_030200|WWV_BIU_FLOWROWTMPLTS_AUDIT|WWV_FLOW_ROW_TEMPLATES|BEFORE EACH ROW||
APEX_030200|WWV_BIU_FLOWLISTTMPLTS_AUDIT|WWV_FLOW_LIST_TEMPLATES|BEFORE EACH ROW
APEX_030200|WWV_BIU_FLOWPAGEPLUGS_AUDIT|WWV_FLOW_PAGE_PLUGS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_MESSAGES_AUDIT|WWV_FLOW_MESSAGES$|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLOW_PATCHES_AUDIT|WWV_FLOW_PATCHES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_DEVELOPERS_AUDIT|WWV_FLOW_DEVELOPERS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOW_LISTS_AUDIT|WWV_FLOW_LISTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_LIST_ITEMS_AUDIT|WWV_FLOW_LIST_ITEMS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_FLOW_LOV_VAL_AUDIT|WWV_FLOW_LOV_VALUES|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLW_EFF_UID_MAP_AUDIT|WWV_FLOW_EFFECTIVE_USERID_MAP|BEFORE E
APEX_030200|WWV_BIU_FLOW_SHORTCUTS_AUDIT|WWV_FLOW_SHORTCUTS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_STEP_ITEM_HELP_A|WWV_FLOW_STEP_ITEM_HELP|BEFORE EACH RO
APEX_030200|WWV_BIU_FLOW_AUTH_SETUPS_AUDIT|WWV_FLOW_CUSTOM_AUTH_SETUPS|BEFORE EA
APEX_030200|WWV_BIU_ENTRY_POINTS_AUDIT|WWV_FLOW_ENTRY_POINTS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_ENTRY_POINT_ARGS_AUDIT|WWV_FLOW_ENTRY_POINT_ARGS|BEFORE EACH
APEX_030200|WWV_BIU_FLOWTHEMES_AUDIT|WWV_FLOW_THEMES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_PROJECT|WWV_MIG_PROJECTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_MAIN|WWV_MIG_ACCESS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_FRM|WWV_MIG_ACC_FORMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_FRM_CTL|WWV_MIG_ACC_FORMS_CONTROLS|BEFORE EACH ROW||
APEX_030200|WWV_BIU_MIG_ACC_FRM_MDL|WWV_MIG_ACC_FORMS_MODULES|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_ACC_FRM_PERM|WWV_MIG_ACC_FORMS_PERM|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_ACC_RPT_GRP|WWV_MIG_ACC_REPORTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_RPT_CTL|WWV_MIG_ACC_RPTS_CONTROLS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_ACC_RPT_MDL|WWV_MIG_ACC_RPTS_MODULES|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_MIG_ACC_RPT_PERM|WWV_MIG_ACC_RPT_PERMS|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_MIG_ACC_TABLE|WWV_MIG_ACC_TABLES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_COLUMN|WWV_MIG_ACC_COLUMNS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_INDEX|WWV_MIG_ACC_INDEXES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_IDX_COL|WWV_MIG_ACC_INDEXES_COLS|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_MIG_ACC_TAB_PERM|WWV_MIG_ACC_TAB_PERM|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_ACC_QUERIES|WWV_MIG_ACC_QUERIES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_REL|WWV_MIG_ACC_RELATIONS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_REL_COL|WWV_MIG_ACC_RELATION_COLS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_ACC_USERS|WWV_MIG_ACC_USERS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACC_GROUPS|WWV_MIG_ACC_GROUPS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_ACCGRPSMBRS|WWV_MIG_ACC_GRPSMEMBERS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_ACC_MODULES|WWV_MIG_ACC_MODULES|BEFORE EACH ROW||ENABLED
