select t.TABLE_NAME || '|' ||
       s.COLUMN_NAME || '|' ||
       s.DATA_TYPE || '|' ||
	   s.DATA_LENGTH || '|' ||
	   s.DATA_PRECISION || '|' ||
	   t.NUM_ROWS
from DBA_TABLES t,DBA_TAB_COLUMNS s
where t.table_name = s.table_name
and   t.OWNER  = '&schema';
&schema: CRIVOADM
LOG|ID_FOTO|NUMBER|22|10|70810
LOG|ID_USUARIO|NUMBER|22|10|70810
LOG|MD5PARAMETROS|CHAR|32||70810
LOG|DURACAO|NUMBER|22|10|70810
LOG|ID_REGIONAL|NUMBER|22|10|70810
LOG|ID_GRUPO|NUMBER|22|10|70810
LOG|TERMINOULOG|NUMBER|22|1|70810
LOG|ID_MAQUINA|NUMBER|22|10|70810
LOG|ERRO|NUMBER|22|1|70810
LOG|FORMATONOVO|NUMBER|22|1|70810
LOGCOLETA|ID_LOGCOLETA|NUMBER|22|15|0
LOGCOLETA|ID_LOG|NUMBER|22|10|0
LOGCOLETA|ID_PRODUTO|NUMBER|22|10|0
LOGCOLETA|CONSULTA|NUMBER|22|10|0
LOGCOLETA|LISTAVARIAVEIS|NUMBER|22|10|0
LOGCOLETA|FORMATA|NUMBER|22|10|0
LOGCOLETA|TIPOERRO|NUMBER|22|10|0
LOGCOLETA|RETRIES|NUMBER|22|10|0
LOGCOLETA|ATUALIZADA|NUMBER|22|1|0
LOGCOLETA|CONTINGENCIA|NUMBER|22|1|0
LOGCOLETA|BUSCACACHE|NUMBER|22|10|0
LOGCOLETA|BUSCACONTINGENCIA|NUMBER|22|10|0
LOGCOLETA|DATA|DATE|7||0
TMP_ESTATCOLETA|TIPOERRO|NUMBER|22|10|
TMP_RELATPARAM|ID_LOG|NUMBER|22|10|
TMP_RELATPARAM|PARAMETRO|VARCHAR2|255||
TMP_RELATORIOS|DATA|DATE|7||
TMP_ESTATCOLETA|ID_PRODUTO|NUMBER|22|10|
TMP_ESTATCOLETA|CODIGO_AUTORIZACAO|VARCHAR2|10||
TMP_RELATOPERACAO_LOGTARIFA|MD5|CHAR|32||
TMP_ESTATCOLETA|TEMPOLISTA|NUMBER|22|10|
LOG_TARIFA|MD5PARAMETROS|CHAR|32||
TMP_ESTATCOLETA|TEMPOFORMATA|NUMBER|22|10|
TMP_PARAM|VALOR|VARCHAR2|500||
TMP_RELATORIOS|ID_LOG|NUMBER|22|10|
LOG_TARIFA|ID_FOTO|NUMBER|22|10|
TMP_ESTATCOLETA|PRODUTO|VARCHAR2|50||
TMP_RELATOPERACAO_TARIFA|MD5|CHAR|32||
TMP_ESTATCOLETA|DRIVER|VARCHAR2|30||
TMP_RELATLOG|REGIONAL|VARCHAR2|50||
TMP_RELATOPERACAO_TARIFA|ID_REGIONAL|NUMBER|22|10|
TMP_MIGRACAO|ID_LOG|NUMBER|22|10|
TMP_RELATOPERACAO_LOGTARIFA|DATA|DATE|7||
TMP_RELATORIOS|DURACAO|NUMBER|22|10|
TMP_ESTATCOLETA|ID_LOG|NUMBER|22|10|
TMP_RELATOPERACAO_TARIFA|ID_FOTO|NUMBER|22|10|
TMP_ESTATCOLETA|DURACAO|NUMBER|22|20|
TMP_FILTRO|ID_LOG|NUMBER|22|10|
TMP_MIGRACAO|ID_DECISAOPAI|NUMBER|22|15|
TMP_RELATOPERACAO|MD5|CHAR|32||
TMP_RELATORIOS|SERVIDOR|VARCHAR2|1000||
TMP_ESTATCOLETA|RETRIES|NUMBER|22|10|
TMP_IDS_LOGS|ID_LOG|NUMBER|22|10|
TMP_RELATOPERACAO|REGIONAL|VARCHAR2|50||
TMP_RELATOPERACAO_TARIFA|DATA|DATE|7||
TMP_RELATPARAM|VALOR|VARCHAR2|500||
TMP_RELATLOG|ID_LOG|NUMBER|22|10|
LOG_TARIFA|DATA|DATE|7||
TMP_RELATOPERACAO|DATA|DATE|7||
TMP_RELATORIOS|CODIGO_AUTORIZACAO|VARCHAR2|10||
TMP_MIGRACAO|ID_LOGDECISAO|NUMBER|22|15|
TMP_MIGRACAO|ID_FOTO|NUMBER|22|10|
TMP_RELATLOG|QUANT|NUMBER|22||
TMP_RELATLOG|DATA|DATE|7||
TMP_ESTATCOLETA|SERVIDOR|VARCHAR2|1000||
TMP_FILTRO|ID_MAQUINA|NUMBER|22|10|
LOG_TARIFA|ID_REGIONAL|NUMBER|22|10|
TMP_ESTATCOLETA|DATA|DATE|7||
TMP_ESTATCOLETA|TIPO|VARCHAR2|20||

Executed in 17,984 seconds
spool off
